Locality,Zip Code,Type of Property,Subtype of Property,Price,Type of Sale,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Any Fireplace ?,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url
Wevelgem,8560,Apartment,apartment,255000,for-sale,2,79,0,0,0,1,9.0,0,,0,,,1963.0,B,152.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242749
Knokke-heist-knokke,8300,House,villa,6395000,for-sale,5,368,1,0,0,1,74.0,0,,1,1143,4.0,,B,121.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist-knokke/8300/11040395
Gent,9000,House,house,280000,for-sale,3,95,1,0,0,1,9.0,0,,0,36,2.0,,D,335.0,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20254066
Woluwe-saint-lambert,1200,Apartment,apartment,450000,for-sale,3,128,0,0,0,1,22.0,0,,0,,2.0,1976.0,D,198.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20227681
Zeebrugge,8380,Apartment,apartment,269000,for-sale,2,77,1,0,0,0,,0,,0,,2.0,2001.0,B,182.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20133198
Herent,3020,Apartment,flat-studio,176000,for-sale,1,45,0,0,0,0,,0,,0,,,1988.0,B,189.0,Good,https://www.immoweb.be/en/classified/flat-studio/for-sale/herent/3020/11407514
Knokke-heist,8300,House,house,4895000,for-sale,6,334,0,0,0,0,,0,,0,1088,4.0,,F,743.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/11379052
Tervuren,3080,House,villa,685000,for-sale,5,244,0,0,0,1,22.0,0,,0,618,4.0,1978.0,B,181.0,,https://www.immoweb.be/en/classified/villa/for-sale/tervuren/3080/20279686
Morlanwelz-mont-sainte-aldegonde,7141,House,villa,230000,for-sale,1,190,1,1,0,1,20.0,1,800.0,0,1036,4.0,1971.0,C,201.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/morlanwelz-mont-sainte-aldegonde/7141/20310767
Oostrozebeke,8780,Apartment,apartment,92500,for-sale,1,70,1,0,0,0,,0,,0,,2.0,1979.0,B,127.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20279342
Ixelles,1050,House,mansion,3995000,for-sale,6,900,1,0,0,1,35.0,1,100.0,0,343,2.0,1920.0,G,515.0,Good,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/11240507
Oudenaarde,9700,Apartment,apartment,269000,for-sale,1,66,0,0,0,1,9.0,0,,0,,4.0,2015.0,B,102.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11032761
Nivelles,1400,Apartment,apartment,178000,for-sale,2,80,0,0,0,0,,0,,0,,2.0,1976.0,D,257.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/11455795
Knokke,8300,House,villa,5295000,for-sale,5,417,0,0,0,0,,0,,1,870,,,,,,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/11415707
Galmaarden,1570,House,villa,1250000,for-sale,4,508,1,0,1,0,,0,,0,7819,4.0,2010.0,B,187.0,,https://www.immoweb.be/en/classified/villa/for-sale/galmaarden/1570/20295326
Bruxelles,1050,House,mixed-use-building,4500000,for-sale,9,980,0,0,0,1,1.0,1,1.0,0,370,2.0,1870.0,G,,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1050/20204142
Arlon,6700,House,house,290000,for-sale,3,162,0,0,0,0,,0,,0,611,3.0,,D,337.0,Good,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312210
Oostende,8400,Apartment,apartment,139000,for-sale,1,61,0,0,0,0,,0,,0,,,,F,552.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20278644
Oudenaarde,9700,Apartment,apartment,269000,for-sale,1,66,0,0,0,1,9.0,0,,0,,4.0,2015.0,B,102.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/10715623
Binche,7130,Apartment,apartment,180000,for-sale,2,99,1,0,0,0,,0,,0,,2.0,,G,1270.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/binche/7130/20181100
Kapellen,2950,House,house,515000,for-sale,4,220,1,0,1,1,25.0,0,,0,312,3.0,2004.0,B,180.0,As new,https://www.immoweb.be/en/classified/house/for-sale/kapellen/2950/20241931
Sint-katelijne-waver,2860,House,house,395000,for-sale,2,149,0,0,0,0,,0,,0,240,,1950.0,A,83.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20311090
Aalst-herdersem,9310,Apartment,apartment,650000,for-sale,3,640,0,0,0,0,,1,100.0,0,,4.0,1979.0,D,,Good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst-herdersem/9310/20007373
Uccle,1180,House,villa,2975000,for-sale,6,350,1,0,0,1,60.0,1,7000.0,0,7629,4.0,1930.0,G,554.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/11440784
Geraardsbergen,9500,House,manor-house,1250000,for-sale,4,508,1,0,1,0,,0,,0,7819,4.0,2010.0,B,187.0,,https://www.immoweb.be/en/classified/manor-house/for-sale/geraardsbergen/9500/20295325
Blankenberge,8370,Apartment,apartment,660000,for-sale,2,340,1,0,0,0,,0,,0,,2.0,1962.0,B,164.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20238019
Oostende,8400,Apartment,apartment,249000,for-sale,2,133,0,0,0,0,,0,,0,,,,C,222.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20278645
Wilrijk,2610,Apartment,ground-floor,274000,for-sale,2,87,1,0,0,1,10.0,1,50.0,0,,,1969.0,C,262.0,,https://www.immoweb.be/en/classified/ground-floor/for-sale/wilrijk/2610/11488899
Oostende,8400,Apartment,apartment,189000,for-sale,2,86,0,0,0,1,2.0,0,,0,,,,C,253.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20232795
Woluwe-saint-pierre,1150,House,house,845000,for-sale,4,261,1,0,0,1,1.0,1,400.0,0,600,3.0,1961.0,E,234.0,Good,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20235025
Sint-genesius-rode,1640,House,house,465000,for-sale,4,157,0,0,0,0,,1,260.0,0,439,3.0,1953.0,D,399.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/sint-genesius-rode/1640/20299680
Waasmunster,9250,House,house,2250000,for-sale,3,322,1,0,1,0,,0,,0,38690,,2020.0,B,126.0,Good,https://www.immoweb.be/en/classified/house/for-sale/waasmunster/9250/20301869
Grace-hollogne,4460,Apartment,apartment,275000,for-sale,2,173,0,0,0,1,10.0,0,,0,,4.0,1853.0,C,195.0,Just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/grace-hollogne/4460/20235140
Glabbeek,3380,House,villa,695000,for-sale,5,487,0,0,0,0,,0,,0,6998,3.0,1976.0,F,570.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/glabbeek/3380/20287020
Molenbeek-saint-jean,1080,Apartment,penthouse,195000,for-sale,2,80,1,0,0,1,37.0,0,,0,,2.0,1973.0,G,346.0,To be done up,https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20032749
Namur,5000,House,exceptional-property,895000,for-sale,6,300,1,0,1,1,70.0,0,,1,6054,4.0,1960.0,C,240.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/namur/5000/20294871
Watermael-boitsfort,1170,House,house,650000,for-sale,2,201,1,0,0,0,,0,,0,,2.0,1929.0,G,412.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/20286564
Oostduinkerke,8670,Apartment,service-flat,275000,for-sale,1,63,0,0,0,0,,0,,0,,,2019.0,A,83.0,Good,https://www.immoweb.be/en/classified/service-flat/for-sale/oostduinkerke/8670/20024243
Herentals,2200,Apartment,penthouse,490000,for-sale,2,115,1,0,0,1,46.0,0,,0,,2.0,2023.0,,,Just renovated,https://www.immoweb.be/en/classified/penthouse/for-sale/herentals/2200/20278999
Boechout,2530,Apartment,apartment,559000,for-sale,3,250,0,0,0,1,25.0,0,,0,,,,A,100.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/boechout/2530/11400964
Bornem,2880,Apartment,apartment,195000,for-sale,1,62,1,0,0,1,6.0,0,,0,,4.0,2018.0,A,100.0,,https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/9281813
Deinze,9800,House,house,615000,for-sale,4,251,1,0,0,0,,0,,0,2673,4.0,1968.0,D,392.0,Good,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20267126
Uccle,1180,Apartment,duplex,1680000,for-sale,6,320,1,0,0,1,50.0,1,210.0,0,,4.0,1989.0,C,147.0,As new,https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/20286573
Flemalle,4400,House,house,40000,for-sale,3,101,0,0,0,1,38.0,1,198.0,0,268,3.0,,G,993.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20312593
Oostende,8400,Apartment,apartment,195000,for-sale,1,60,0,0,0,1,3.0,0,,0,,,1992.0,F,573.0,,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20118658
Etterbeek,1040,Apartment,flat-studio,199000,for-sale,1,40,1,0,0,1,18.0,0,,0,,2.0,1929.0,D,167.0,Good,https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/11369274
Schilde,2970,House,villa,1325000,for-sale,4,300,0,0,0,0,,0,,0,2195,4.0,1959.0,B,103.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20303488
Heist-aan-zee,8301,Apartment,apartment,477000,for-sale,2,63,1,1,0,0,,0,,0,,,1968.0,B,118.0,Just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20277947
Oostende,8400,Apartment,apartment,135000,for-sale,1,65,0,0,0,1,15.0,0,,0,,,,D,343.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294254
Martelange,6630,Apartment,apartment,695000,for-sale,3,250,0,0,0,0,,0,,0,,4.0,,E,,,https://www.immoweb.be/en/classified/apartment/for-sale/martelange/6630/11426389
Sint-lenaarts,2960,House,house,199000,for-sale,1,155,0,0,0,0,,0,,0,745,4.0,1975.0,F,666.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/sint-lenaarts/2960/20295435
Oudenaarde,9700,House,mixed-use-building,649000,for-sale,4,338,0,0,0,0,,0,,0,1250,4.0,1933.0,,,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20264722
Oudenaarde,9700,Apartment,apartment,195000,for-sale,2,130,0,0,0,1,3.0,0,,0,,2.0,1990.0,E,408.0,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11145822
Beauraing,5570,House,house,109000,for-sale,3,80,0,0,1,0,,0,,0,141,3.0,,E,271.0,To restore,https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20311392
Borgerhout,2140,House,house,349000,for-sale,4,142,1,0,0,1,25.0,0,,0,85,2.0,1929.0,D,353.0,Good,https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20295763
Evere,1140,Apartment,apartment,198000,for-sale,1,36,1,0,0,1,5.0,0,,0,,,,C,114.0,,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20079014
Antwerpen,2000,Apartment,loft,895000,for-sale,2,200,1,0,0,1,10.0,0,,0,,4.0,1895.0,B,107.0,Good,https://www.immoweb.be/en/classified/loft/for-sale/antwerpen/2000/20138069
Huy,4500,House,house,129500,for-sale,5,180,0,0,0,0,,0,,0,75,2.0,,C,212.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20312875
Bruxelles,1000,Apartment,apartment,1450000,for-sale,3,300,1,0,0,0,,0,,0,,2.0,1937.0,C,133.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10943063
Trooz,4870,House,villa,619000,for-sale,6,330,1,0,1,1,70.0,1,600.0,1,2630,4.0,1981.0,C,198.0,To be done up,https://www.immoweb.be/en/classified/villa/for-sale/trooz/4870/20109884
Marpent,6560,House,apartment-block,85000,for-sale,5,167,0,1,0,0,,0,,0,435,3.0,,D,,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/marpent/6560/20312736
De-haan,8420,Apartment,apartment,279000,for-sale,3,90,1,0,0,0,,0,,0,,,1992.0,C,297.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20214640
Aalst,9300,Apartment,apartment,650000,for-sale,3,640,0,0,0,0,,1,100.0,0,,4.0,1979.0,D,,Good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20007393
Ixelles,1050,Apartment,apartment,290000,for-sale,1,70,1,0,0,1,9.0,0,,0,,2.0,1962.0,E,225.0,To renovate,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20004254
Aalst,9300,House,house,660000,for-sale,3,220,1,0,0,0,,0,,0,728,,,A,83.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20254447
Antwerpen,2018,Apartment,apartment,925000,for-sale,4,276,1,0,0,1,20.0,0,,0,,2.0,1974.0,B,157.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20050524
Rixensart,1330,House,villa,1495000,for-sale,6,850,1,0,0,1,118.0,1,1.0,0,2007,4.0,2009.0,A,68.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/20163772
Anderlecht,1070,Apartment,apartment,199000,for-sale,1,60,1,0,0,1,3.0,0,,0,,2.0,2010.0,C,137.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10437960
Boechout,2530,House,house,690000,for-sale,5,320,1,0,0,0,,1,350.0,0,631,4.0,1979.0,C,232.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/boechout/2530/20311830
Ixelles,1050,Apartment,apartment,1500000,for-sale,3,274,1,0,0,0,,0,,0,,2.0,1923.0,E,214.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11456272
Zottegem,9620,House,house,415000,for-sale,4,120,0,0,0,0,,0,,0,225,3.0,2019.0,A,65.0,Good,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20294240
Willebroek,2830,Apartment,apartment,299000,for-sale,2,109,1,0,0,1,8.0,0,,0,,,,B,110.0,Just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/20218085
Liedekerke,1770,Apartment,apartment,199000,for-sale,2,112,1,0,0,0,,0,,0,,2.0,,C,245.0,To be done up,https://www.immoweb.be/en/classified/apartment/for-sale/liedekerke/1770/11351810
Mortsel,2640,House,apartment-block,2250000,for-sale,16,656,0,0,0,1,106.0,0,,0,,,2003.0,A,97.0,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/mortsel/2640/20168628
Zelzate,9060,House,house,650000,for-sale,6,222,0,0,0,0,,0,,0,489,4.0,,D,332.0,As new,https://www.immoweb.be/en/classified/house/for-sale/zelzate/9060/20295243
Antwerpen,2000,Apartment,duplex,1950000,for-sale,3,240,1,0,0,1,45.0,0,,0,,2.0,2020.0,A,74.0,As new,https://www.immoweb.be/en/classified/duplex/for-sale/antwerpen/2000/20062694
Saint-ghislain,7330,House,house,325000,for-sale,3,178,1,0,0,1,10.0,0,,0,400,2.0,2024.0,A,63.0,As new,https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20309781
Niel,2845,House,house,279000,for-sale,3,124,1,0,0,0,,0,,0,90,2.0,1966.0,C,280.0,Good,https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20311405
Zeebrugge,8380,Apartment,apartment,299000,for-sale,3,89,0,0,0,0,,0,,0,,,2004.0,B,182.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20242800
Oostende,8400,Apartment,apartment,199000,for-sale,1,45,0,0,0,1,3.0,0,,0,,,2006.0,B,158.0,,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20160172
Antwerpen-borgerhout,2140,Apartment,loft,795000,for-sale,4,390,1,0,0,0,,0,,0,,2.0,1900.0,B,117.0,Good,https://www.immoweb.be/en/classified/loft/for-sale/antwerpen-borgerhout/2140/20300638
Knokke-heist,8300,Apartment,duplex,2795000,for-sale,3,237,1,0,0,0,,0,,0,,,2015.0,B,109.0,As new,https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20212423
Eeklo,9900,House,house,485000,for-sale,4,167,0,0,0,0,,0,,1,1012,,1969.0,C,202.0,Good,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20306616
Bruxelles,1000,Apartment,apartment,165000,for-sale,1,28,0,1,0,0,,0,,0,,2.0,1966.0,F,276.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295467
Bruxelles,1000,House,apartment-block,1850000,for-sale,16,600,0,0,0,0,,0,,0,,3.0,,E,274.0,To be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/20293198
Affligem,1790,House,house,369000,for-sale,3,190,0,0,0,0,,0,,0,570,4.0,1939.0,C,267.0,Good,https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/20296093
Oudenaarde,9700,House,house,165000,for-sale,3,117,0,1,0,0,,0,,0,293,2.0,1932.0,F,1138.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20251399
Anderlecht,1070,House,house,249000,for-sale,2,80,1,0,0,0,,0,,0,45,2.0,,G,349.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20312371
Liege-grivegnee,4030,House,villa,600000,for-sale,5,304,1,0,1,1,60.0,0,,0,1394,4.0,,D,270.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/liege-grivegnee/4030/20125850
Beersel,1650,House,house,285000,for-sale,3,193,0,0,0,0,,1,300.0,0,477,3.0,1918.0,F,641.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20289714
Ravels-poppel,2382,House,villa,1850000,for-sale,6,1000,1,0,0,0,,1,2500.0,1,3206,4.0,2004.0,A,96.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/ravels-poppel/2382/11236302
Deinze,9800,Apartment,apartment,305000,for-sale,2,90,0,0,0,0,,0,,0,,,2013.0,A,95.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11480891
Deerlijk,8540,Apartment,apartment,,for-sale,1,73,1,0,0,0,,0,,0,,,2022.0,,,Good,https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20230178
Woluwe-saint-pierre,1150,Apartment,apartment,855000,for-sale,3,215,0,0,0,0,,0,,0,,,,E,262.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20058737
Nijlen,2560,House,house,675000,for-sale,4,327,1,0,0,0,,1,500.0,1,850,4.0,1932.0,D,335.0,,https://www.immoweb.be/en/classified/house/for-sale/nijlen/2560/20165339
Habay-la-vieille,6723,House,exceptional-property,475000,for-sale,3,131,1,0,0,0,,0,,0,2148,4.0,1977.0,D,300.0,Good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/habay-la-vieille/6723/20291697
Knokke-zoute,8300,Apartment,apartment,3495000,for-sale,3,210,1,0,0,1,43.0,0,,1,,2.0,2002.0,B,127.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20037690
Genappe,1470,House,house,349000,for-sale,3,140,0,0,0,1,25.0,0,,0,701,4.0,,,,To renovate,https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20296144
Arlon,6700,Apartment,apartment,310000,for-sale,2,85,1,0,0,1,21.0,0,,0,,2.0,2023.0,A,76.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/11078613
Wavre,1301,House,house,1295000,for-sale,5,385,1,0,0,1,80.0,0,,1,5124,4.0,1937.0,F,432.0,,https://www.immoweb.be/en/classified/house/for-sale/wavre/1301/20256284
Uccle,1180,Apartment,ground-floor,765000,for-sale,3,234,1,0,0,1,20.0,0,,0,,2.0,1980.0,F,310.0,As new,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/11416117
Marbaix-la-tour,6120,House,house,695000,for-sale,6,440,0,0,0,1,25.0,1,1600.0,1,1914,4.0,,B,135.0,As new,https://www.immoweb.be/en/classified/house/for-sale/marbaix-la-tour/6120/20296295
Deinze,9800,House,house,399500,for-sale,3,132,0,0,0,0,,0,,0,800,2.0,,A,85.0,Good,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20300016
Fleurus,6220,Apartment,apartment,149000,for-sale,1,65,1,0,0,0,,0,,0,,2.0,2017.0,B,116.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/fleurus/6220/20304983
Kontich,2550,House,apartment-block,318000,for-sale,2,118,1,0,0,0,,0,,0,280,,1962.0,E,490.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/kontich/2550/20292067
Arlon,6700,Apartment,apartment,200000,for-sale,2,127,1,0,0,0,,1,200.0,0,,4.0,1950.0,E,360.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/11399999
Gent,9000,Apartment,apartment,290000,for-sale,2,78,1,0,0,0,,0,,0,,,1960.0,D,321.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10762128
Rixensart,1330,House,house,1295000,for-sale,5,385,1,0,0,1,80.0,0,,1,5124,4.0,1937.0,F,432.0,,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/20256285
Vilvoorde,1800,Apartment,duplex,765000,for-sale,4,260,1,0,0,1,12.0,0,,0,,2.0,1850.0,B,106.0,As new,https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/11207435
Messancy,6780,House,house,299000,for-sale,3,200,0,0,1,1,20.0,1,280.0,0,603,3.0,1850.0,D,310.0,Good,https://www.immoweb.be/en/classified/house/for-sale/messancy/6780/20283747
Borsbeek,2150,Apartment,apartment,319000,for-sale,3,102,0,0,0,0,,0,,0,,,1996.0,A,83.0,Just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/borsbeek/2150/20201608
Molenbeek-saint-jean,1080,Apartment,apartment,160000,for-sale,2,57,0,0,0,0,,0,,0,,2.0,1956.0,G,446.0,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20305684
Zellik,1731,Apartment,apartment,205000,for-sale,2,78,1,0,0,1,2.0,0,,0,,,1964.0,B,192.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/zellik/1731/11415554
Rhode-saint-genese,1640,House,exceptional-property,2195000,for-sale,6,900,1,0,1,1,1.0,1,1.0,1,4970,4.0,,D,368.0,Good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/rhode-saint-genese/1640/20187499
Bruxelles,1000,Apartment,apartment,1200000,for-sale,3,343,1,0,0,0,,1,80.0,0,,2.0,1962.0,C,148.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20180428
Uccle,1180,Apartment,flat-studio,200000,for-sale,1,34,1,0,0,0,,0,,0,,2.0,1960.0,G,354.0,Good,https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/10497469
Oudenaarde,9700,House,house,179000,for-sale,3,102,0,0,0,0,,0,,0,173,3.0,,F,930.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20258661
Liege,4020,Apartment,apartment,219000,for-sale,3,165,1,0,0,0,,0,,0,,3.0,1970.0,E,383.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20301866
